tomo_id,Z,Y,X,voxel_spacing,num_motors,motor_z,motor_y,motor_x,motor_zyx
aba2014-02-21-18,408,757,783,16.0,1,205.5,249.5,257.5,"[[205.5, 249.5, 257.5]]"
aba2014-02-21-19,408,757,783,16.0,1,233.5,381.5,533.5,"[[233.5, 381.5, 533.5]]"
aba2014-02-21-2,408,757,783,16.0,1,149.5,253.5,281.5,"[[149.5, 253.5, 281.5]]"
aba2014-02-21-24,408,757,783,16.0,1,201.5,489.5,233.5,"[[201.5, 489.5, 233.5]]"
aba2014-02-21-26,408,757,783,16.0,1,149.5,533.5,273.5,"[[149.5, 533.5, 273.5]]"
aba2014-02-21-27,408,757,783,16.0,1,153.316,402.1068907222001,326.16937471650124,"[[153.316, 402.1068907222001, 326.16937471650124]]"
aba2014-02-21-3,408,757,783,16.0,1,237.5,493.5,457.5,"[[237.5, 493.5, 457.5]]"
aba2014-02-21-5,408,757,783,16.0,1,229.5,553.5,393.5,"[[229.5, 553.5, 393.5]]"
aba2014-02-21-6,408,757,783,16.0,1,189.5,245.5,213.5,"[[189.5, 245.5, 213.5]]"
aba2014-02-21-8,408,757,783,16.0,1,165.5,529.5,341.5,"[[165.5, 529.5, 341.5]]"
aba2014-02-21-9,408,757,783,16.0,1,108.436,402.98350471177906,393.266822251746,"[[108.436, 402.98350471177906, 393.266822251746]]"
aba2014-03-04-1,760,882,882,16.0,1,365.5,613.5,537.5,"[[365.5, 613.5, 537.5]]"
aba2014-03-04-10,760,882,882,16.0,1,309.5,561.5,509.5,"[[309.5, 561.5, 509.5]]"
aba2014-03-04-11,760,882,882,16.0,1,365.5,589.5,537.5,"[[365.5, 589.5, 537.5]]"
aba2014-03-04-12,760,882,882,16.0,1,325.5,325.5,257.5,"[[325.5, 325.5, 257.5]]"
aba2014-03-04-13,760,882,882,16.0,1,409.5,573.5,361.5,"[[409.5, 573.5, 361.5]]"
aba2014-03-04-16,760,882,882,16.0,2,409.5,121.5,477.5,"[[409.5, 121.5, 477.5], [405.625, 438.0281722050618, 274.88710175185946]]"
aba2014-03-04-17,760,882,882,16.0,1,389.5,281.5,289.5,"[[389.5, 281.5, 289.5]]"
aba2014-03-04-18,760,882,882,16.0,1,345.5,437.5,385.5,"[[345.5, 437.5, 385.5]]"
aba2014-03-04-19,760,882,882,16.0,1,317.5,433.5,249.5,"[[317.5, 433.5, 249.5]]"
aba2014-03-04-2,760,882,882,16.0,1,405.5,117.5,517.5,"[[405.5, 117.5, 517.5]]"
aba2014-03-04-20,760,882,882,16.0,1,333.5,513.5,673.5,"[[333.5, 513.5, 673.5]]"
aba2014-03-04-22,760,882,882,16.0,1,349.5,633.5,445.5,"[[349.5, 633.5, 445.5]]"
aba2014-03-04-23,760,882,882,16.0,1,393.5,533.5,657.5,"[[393.5, 533.5, 657.5]]"
aba2014-03-04-25,760,882,882,16.0,1,381.5,505.5,269.5,"[[381.5, 505.5, 269.5]]"
aba2014-03-04-27,760,882,882,16.0,1,385.5,577.5,393.5,"[[385.5, 577.5, 393.5]]"
aba2014-03-04-29,760,882,882,16.0,1,373.5,645.5,129.5,"[[373.5, 645.5, 129.5]]"
aba2014-03-04-3,760,882,882,16.0,1,345.5,441.5,269.5,"[[345.5, 441.5, 269.5]]"
aba2014-03-04-30,760,882,882,16.0,1,345.5,377.5,385.5,"[[345.5, 377.5, 385.5]]"
aba2014-03-04-4,760,882,882,16.0,1,373.5,349.5,289.5,"[[373.5, 349.5, 289.5]]"
aba2014-03-04-5,760,882,882,16.0,1,349.5,293.5,293.5,"[[349.5, 293.5, 293.5]]"
aba2014-03-04-6,760,882,882,16.0,1,313.5,281.5,301.5,"[[313.5, 281.5, 301.5]]"
aba2014-03-04-7,760,882,882,16.0,1,389.5,377.5,201.5,"[[389.5, 377.5, 201.5]]"
aba2014-03-05-11,760,882,882,16.0,1,365.5,569.5,565.5,"[[365.5, 569.5, 565.5]]"
aba2014-03-05-12,760,882,882,16.0,1,413.5,609.5,437.5,"[[413.5, 609.5, 437.5]]"
aba2014-03-05-13,760,882,882,16.0,1,441.5,189.5,301.5,"[[441.5, 189.5, 301.5]]"
aba2014-03-05-14,760,882,882,16.0,1,425.5,673.5,649.5,"[[425.5, 673.5, 649.5]]"
aba2014-03-05-17,760,882,882,16.0,1,489.5,253.5,525.5,"[[489.5, 253.5, 525.5]]"
aba2014-03-05-18,760,882,882,16.0,1,437.5,305.5,621.5,"[[437.5, 305.5, 621.5]]"
aba2014-03-05-19,760,882,882,16.0,1,529.5,285.5,421.5,"[[529.5, 285.5, 421.5]]"
aba2014-03-05-20,760,882,882,16.0,1,412.275,604.1755512561924,528.7899583335744,"[[412.275, 604.1755512561924, 528.7899583335744]]"
aba2014-03-05-21,760,882,882,16.0,2,309.5,273.5,293.5,"[[309.5, 273.5, 293.5], [292.575, 301.87814827055445, 264.3861077358238]]"
aba2014-03-05-22,760,882,882,16.0,1,345.5,613.5,485.5,"[[345.5, 613.5, 485.5]]"
aba2014-03-05-5,760,882,882,16.0,1,397.5,441.5,677.5,"[[397.5, 441.5, 677.5]]"
aba2014-03-05-6,760,882,882,16.0,1,397.5,633.5,425.5,"[[397.5, 633.5, 425.5]]"
aba2014-03-05-7,760,882,882,16.0,1,369.5,669.5,417.5,"[[369.5, 669.5, 417.5]]"
aba2014-03-05-8,760,882,882,16.0,1,399.925,303.85141296758707,611.680694413562,"[[399.925, 303.85141296758707, 611.680694413562]]"
aba2014-03-05-9,760,882,882,16.0,1,493.5,201.5,465.5,"[[493.5, 201.5, 465.5]]"
aba2014-04-03-1,760,882,882,16.0,1,353.5,609.5,445.5,"[[353.5, 609.5, 445.5]]"
aba2014-04-03-2,760,882,882,16.0,1,425.5,541.5,369.5,"[[425.5, 541.5, 369.5]]"
aba2014-04-03-3,760,882,882,16.0,1,325.5,221.5,453.5,"[[325.5, 221.5, 453.5]]"
aba2014-04-03-33,760,882,882,16.0,1,289.5,537.5,777.5,"[[289.5, 537.5, 777.5]]"
aba2014-04-03-34,760,882,882,16.0,1,413.5,241.5,253.5,"[[413.5, 241.5, 253.5]]"
aba2014-04-03-36,760,882,882,16.0,1,373.5,489.5,789.5,"[[373.5, 489.5, 789.5]]"
aba2014-04-03-37,760,882,882,16.0,1,373.5,249.5,269.5,"[[373.5, 249.5, 269.5]]"
aba2014-04-03-39,760,882,882,16.0,1,473.5,645.5,233.5,"[[473.5, 645.5, 233.5]]"
aba2014-04-03-4,760,882,882,16.0,1,413.5,193.5,705.5,"[[413.5, 193.5, 705.5]]"
aba2014-04-03-40,760,882,882,16.0,1,389.5,589.5,557.5,"[[389.5, 589.5, 557.5]]"
aba2014-04-03-41,760,882,882,16.0,1,557.5,417.5,649.5,"[[557.5, 417.5, 649.5]]"
aba2014-04-03-42,760,882,882,16.0,1,373.5,321.5,585.5,"[[373.5, 321.5, 585.5]]"
aba2014-04-03-43,760,882,882,16.0,1,505.5,549.5,677.5,"[[505.5, 549.5, 677.5]]"
aba2014-04-03-6,760,882,882,16.0,1,293.5,457.5,649.5,"[[293.5, 457.5, 649.5]]"
aba2014-04-10-11,652,757,783,16.0,1,361.5,293.5,421.5,"[[361.5, 293.5, 421.5]]"
aba2014-04-10-12,652,757,783,16.0,2,321.5,613.5,329.5,"[[321.5, 613.5, 329.5], [309.5, 145.5, 185.5]]"
aba2014-04-10-13,652,757,783,16.0,1,357.5,197.5,245.5,"[[357.5, 197.5, 245.5]]"
aba2014-04-10-14,652,757,783,16.0,1,345.5,485.5,365.5,"[[345.5, 485.5, 365.5]]"
aba2014-04-10-16,652,757,783,16.0,1,313.5,385.5,481.5,"[[313.5, 385.5, 481.5]]"
aba2014-04-10-17,652,757,783,16.0,2,261.5,509.5,257.5,"[[261.5, 509.5, 257.5], [309.5, 561.5, 345.5]]"
aba2014-04-10-18,652,757,783,16.0,1,357.5,401.5,293.5,"[[357.5, 401.5, 293.5]]"
aba2014-04-10-19,652,757,783,16.0,1,317.5,321.5,177.5,"[[317.5, 321.5, 177.5]]"
aba2014-04-10-20,652,757,783,16.0,1,265.5,497.5,397.5,"[[265.5, 497.5, 397.5]]"
aba2014-04-10-21,652,757,783,16.0,1,297.5,357.5,289.5,"[[297.5, 357.5, 289.5]]"
aba2014-04-10-22,652,757,783,16.0,1,293.5,485.5,429.5,"[[293.5, 485.5, 429.5]]"
aba2014-04-10-23,652,757,783,16.0,1,309.5,513.5,205.5,"[[309.5, 513.5, 205.5]]"
aba2014-04-10-24,652,757,783,16.0,1,345.5,477.5,237.5,"[[345.5, 477.5, 237.5]]"
aba2014-04-10-25,652,757,783,16.0,1,277.5,513.5,221.5,"[[277.5, 513.5, 221.5]]"
aba2014-04-10-26,652,757,783,16.0,1,289.5,453.5,285.5,"[[289.5, 453.5, 285.5]]"
aba2014-04-10-27,652,757,783,16.0,1,325.5,553.5,241.5,"[[325.5, 553.5, 241.5]]"
aba2014-04-10-28,652,757,783,16.0,1,325.5,493.5,341.5,"[[325.5, 493.5, 341.5]]"
aba2014-04-10-29,652,757,783,16.0,1,229.5,553.5,361.5,"[[229.5, 553.5, 361.5]]"
aba2014-04-10-3,652,757,783,16.0,1,329.5,565.5,265.5,"[[329.5, 565.5, 265.5]]"
aba2014-04-10-30,652,757,783,16.0,2,289.5,445.5,245.5,"[[289.5, 445.5, 245.5], [184.0975, 242.088032295094, 74.36650767641457]]"
aba2014-04-10-31,652,757,783,16.0,1,285.5,557.5,373.5,"[[285.5, 557.5, 373.5]]"
aba2014-04-10-32,652,757,783,16.0,1,365.5,565.5,389.5,"[[365.5, 565.5, 389.5]]"
aba2014-04-10-33,652,757,783,16.0,1,277.5,341.5,457.5,"[[277.5, 341.5, 457.5]]"
aba2014-04-10-4,652,757,783,16.0,2,389.5,369.5,505.5,"[[389.5, 369.5, 505.5], [345.5, 345.5, 509.5]]"
aba2014-04-10-5,652,757,783,16.0,1,369.5,293.5,309.5,"[[369.5, 293.5, 309.5]]"
aba2014-04-10-6,652,757,783,16.0,1,281.5,205.5,453.5,"[[281.5, 205.5, 453.5]]"
aba2014-04-10-7,652,757,783,16.0,1,341.5,157.5,229.5,"[[341.5, 157.5, 229.5]]"
aba2014-04-10-8,652,757,783,16.0,1,313.5,325.5,277.5,"[[313.5, 325.5, 277.5]]"
aba2014-04-10-9,652,757,783,16.0,1,361.5,281.5,349.5,"[[361.5, 281.5, 349.5]]"
aba2014-10-15-1,652,757,757,16.0,1,361.5,245.5,409.5,"[[361.5, 245.5, 409.5]]"
aba2014-10-15-10,652,757,757,16.0,1,361.5,341.5,289.5,"[[361.5, 341.5, 289.5]]"
aba2014-10-15-13,652,757,757,16.0,1,321.5,293.5,325.5,"[[321.5, 293.5, 325.5]]"
aba2014-10-15-14,652,756,782,16.0,1,361.5,421.5,517.5,"[[361.5, 421.5, 517.5]]"
aba2014-10-15-15,652,757,757,16.0,1,265.5,553.5,389.5,"[[265.5, 553.5, 389.5]]"
aba2014-10-15-16,652,757,783,16.0,2,341.5,421.5,317.5,"[[341.5, 421.5, 317.5], [257.5, 457.5, 217.5]]"
aba2014-10-15-17,652,757,757,16.0,1,233.5,461.5,277.5,"[[233.5, 461.5, 277.5]]"
aba2014-10-15-18,652,757,757,16.0,1,241.5,477.5,461.5,"[[241.5, 477.5, 461.5]]"
aba2014-10-15-19,652,757,757,16.0,1,269.5,589.5,325.5,"[[269.5, 589.5, 325.5]]"
aba2014-10-15-2,652,757,757,16.0,1,296.5675,578.3063026275579,387.20446293140986,"[[296.5675, 578.3063026275579, 387.20446293140986]]"
aba2014-10-15-20,652,757,757,16.0,1,289.5,413.5,293.5,"[[289.5, 413.5, 293.5]]"
aba2014-10-15-21,652,757,757,16.0,1,301.5,317.5,461.5,"[[301.5, 317.5, 461.5]]"
aba2014-10-15-22,652,757,757,16.0,1,249.5,357.5,529.5,"[[249.5, 357.5, 529.5]]"
aba2014-10-15-3,652,757,757,16.0,1,297.5,349.5,241.5,"[[297.5, 349.5, 241.5]]"
aba2014-10-15-5,652,757,757,16.0,1,245.5,685.5,553.5,"[[245.5, 685.5, 553.5]]"
aba2014-10-15-6,652,757,783,16.0,2,321.5,261.5,325.5,"[[321.5, 261.5, 325.5], [307.1625, 170.51690990492241, 779.4173407660713]]"
aba2014-10-15-7,652,757,757,16.0,1,285.5,361.5,233.5,"[[285.5, 361.5, 233.5]]"
aba2014-10-15-8,652,757,757,16.0,1,325.5,241.5,473.5,"[[325.5, 241.5, 473.5]]"
aba2014-10-15-9,652,757,757,16.0,1,249.5,265.5,317.5,"[[249.5, 265.5, 317.5]]"
aba2014-10-29-1,652,757,783,16.0,1,217.5,461.5,325.5,"[[217.5, 461.5, 325.5]]"
aba2014-10-29-10,652,757,783,16.0,1,389.5,461.5,457.5,"[[389.5, 461.5, 457.5]]"
aba2014-10-29-13,652,757,783,16.0,1,277.5,665.5,329.5,"[[277.5, 665.5, 329.5]]"
aba2014-10-29-16,652,757,783,16.0,2,213.5,525.5,449.5,"[[213.5, 525.5, 449.5], [249.5, 509.5, 461.5]]"
aba2014-10-29-18,652,757,783,16.0,1,261.5,473.5,249.5,"[[261.5, 473.5, 249.5]]"
aba2014-10-29-19,652,757,783,16.0,1,281.5,369.5,389.5,"[[281.5, 369.5, 389.5]]"
aba2014-10-29-2,652,757,783,16.0,1,277.5,645.5,201.5,"[[277.5, 645.5, 201.5]]"
aba2014-10-29-20,652,757,783,16.0,2,305.5,265.5,373.5,"[[305.5, 265.5, 373.5], [321.5, 297.5, 581.5]]"
aba2014-10-29-21,652,757,783,16.0,1,205.5,453.5,561.5,"[[205.5, 453.5, 561.5]]"
aba2014-10-29-22,652,757,783,16.0,1,233.5,453.5,409.5,"[[233.5, 453.5, 409.5]]"
aba2014-10-29-23,652,757,783,16.0,1,261.5,89.5,309.5,"[[261.5, 89.5, 309.5]]"
aba2014-10-29-24,652,757,783,16.0,3,213.5,357.5,233.5,"[[213.5, 357.5, 233.5], [209.5, 93.5, 609.5], [245.5, 373.5, 41.5]]"
aba2014-10-29-25,652,757,783,16.0,1,233.5,41.5,405.5,"[[233.5, 41.5, 405.5]]"
aba2014-10-29-3,652,757,783,16.0,1,309.5,505.5,249.5,"[[309.5, 505.5, 249.5]]"
aba2014-10-29-30,652,756,782,16.0,1,325.5,457.5,317.5,"[[325.5, 457.5, 317.5]]"
aba2014-10-29-31,652,757,783,16.0,1,229.5,601.5,369.5,"[[229.5, 601.5, 369.5]]"
aba2014-10-29-32,652,757,783,16.0,1,277.5,373.5,297.5,"[[277.5, 373.5, 297.5]]"
aba2014-10-29-33,652,757,783,16.0,1,261.5,353.5,421.5,"[[261.5, 353.5, 421.5]]"
aba2014-10-29-34,652,757,783,16.0,1,233.5,633.5,321.5,"[[233.5, 633.5, 321.5]]"
aba2014-10-29-35,652,757,783,16.0,1,293.5,601.5,553.5,"[[293.5, 601.5, 553.5]]"
aba2014-10-29-4,652,757,783,16.0,2,333.5,425.5,289.5,"[[333.5, 425.5, 289.5], [329.5, 433.5, 241.5]]"
aba2014-10-29-6,652,757,783,16.0,1,229.5,417.5,297.5,"[[229.5, 417.5, 297.5]]"
aba2014-10-29-8,652,757,783,16.0,1,273.5,449.5,301.5,"[[273.5, 449.5, 301.5]]"
aba2014-10-29-9,652,757,783,16.0,1,325.5,413.5,533.5,"[[325.5, 413.5, 533.5]]"
aba2015-01-16-1,652,757,783,16.0,1,361.5,533.5,53.5,"[[361.5, 533.5, 53.5]]"
aba2015-01-16-10,652,757,783,16.0,1,313.5,325.5,321.5,"[[313.5, 325.5, 321.5]]"
aba2015-01-16-11,652,757,783,16.0,1,435.1175,466.09971196145943,298.96770679680736,"[[435.1175, 466.09971196145943, 298.96770679680736]]"
aba2015-01-16-12,652,757,783,16.0,1,297.5,173.5,329.5,"[[297.5, 173.5, 329.5]]"
aba2015-01-16-13,652,757,783,16.0,1,289.5,373.5,417.5,"[[289.5, 373.5, 417.5]]"
aba2015-01-16-15,652,757,783,16.0,1,293.5,213.5,573.5,"[[293.5, 213.5, 573.5]]"
aba2015-01-16-17,652,757,783,16.0,1,383.7725,180.32355135873982,378.75926602790923,"[[383.7725, 180.32355135873982, 378.75926602790923]]"
aba2015-01-16-18,652,757,783,16.0,1,261.5,453.5,661.5,"[[261.5, 453.5, 661.5]]"
aba2015-01-16-19,652,757,783,16.0,1,313.5,345.5,593.5,"[[313.5, 345.5, 593.5]]"
aba2015-01-16-2,652,757,783,16.0,2,273.5,417.5,201.5,"[[273.5, 417.5, 201.5], [309.5, 37.5, 565.5]]"
aba2015-01-16-3,652,757,783,16.0,1,297.5,289.5,241.5,"[[297.5, 289.5, 241.5]]"
aba2015-01-16-4,652,756,782,16.0,2,421.5,341.5,217.5,"[[421.5, 341.5, 217.5], [338.1325, 585.4208010191924, 321.22435118276354]]"
aba2015-01-16-5,652,757,783,16.0,1,289.5,581.5,525.5,"[[289.5, 581.5, 525.5]]"
aba2015-01-16-6,652,757,783,16.0,1,297.5,477.5,361.5,"[[297.5, 477.5, 361.5]]"
aba2015-01-16-7,652,757,783,16.0,1,377.5,181.5,277.5,"[[377.5, 181.5, 277.5]]"
aba2015-01-16-8,652,757,783,16.0,1,429.5,317.5,417.5,"[[429.5, 317.5, 417.5]]"
aba2015-01-16-9,652,757,783,16.0,1,329.5,233.5,297.5,"[[329.5, 233.5, 297.5]]"
aba2015-02-12-13,652,757,783,16.0,1,273.5,369.5,329.5,"[[273.5, 369.5, 329.5]]"
aba2015-02-12-15,652,757,783,16.0,1,333.5,473.5,549.5,"[[333.5, 473.5, 549.5]]"
aba2015-02-12-25,652,757,783,16.0,1,297.5,417.5,397.5,"[[297.5, 417.5, 397.5]]"
aba2015-02-12-29,652,757,783,16.0,1,277.5,269.5,437.5,"[[277.5, 269.5, 437.5]]"
aba2015-02-12-4,652,757,783,16.0,2,309.5,637.5,529.5,"[[309.5, 637.5, 529.5], [257.5, 677.5, 549.5]]"
aba2015-02-12-5,652,757,783,16.0,1,297.5,521.5,321.5,"[[297.5, 521.5, 321.5]]"
aba2015-02-12-8,652,757,783,16.0,1,341.5,317.5,69.5,"[[341.5, 317.5, 69.5]]"
aba2015-02-12-9,652,757,783,16.0,1,325.5,633.5,297.5,"[[325.5, 633.5, 297.5]]"
aba2015-02-23-1,652,757,783,16.0,1,285.5,301.5,185.5,"[[285.5, 301.5, 185.5]]"
aba2015-02-23-18,652,757,783,16.0,1,309.5,473.5,505.5,"[[309.5, 473.5, 505.5]]"
aba2015-02-23-2,652,756,782,16.0,1,305.5,249.5,477.5,"[[305.5, 249.5, 477.5]]"
aba2015-02-23-20,652,757,783,16.0,1,265.5,281.5,221.5,"[[265.5, 281.5, 221.5]]"
aba2015-02-23-3,652,757,783,16.0,1,333.5,317.5,357.5,"[[333.5, 317.5, 357.5]]"
aba2015-02-23-33,652,757,783,16.0,1,321.5,245.5,477.5,"[[321.5, 245.5, 477.5]]"
aba2015-02-23-34,652,757,783,16.0,1,297.5,297.5,185.5,"[[297.5, 297.5, 185.5]]"
aba2015-02-23-38,652,757,783,16.0,2,277.5,557.5,261.5,"[[277.5, 557.5, 261.5], [297.5, 125.5, 541.5]]"
aba2015-02-23-39,652,757,783,16.0,1,285.5,581.5,89.5,"[[285.5, 581.5, 89.5]]"
aba2015-02-23-4,652,757,783,16.0,1,249.5,397.5,373.5,"[[249.5, 397.5, 373.5]]"
aba2015-02-23-40,652,757,783,16.0,2,309.5,485.5,601.5,"[[309.5, 485.5, 601.5], [329.5, 57.5, 649.5]]"
aba2015-02-23-48,652,757,783,16.0,1,337.5,261.5,89.5,"[[337.5, 261.5, 89.5]]"
aba2015-02-23-5,652,757,783,16.0,1,329.5,277.5,353.5,"[[329.5, 277.5, 353.5]]"
aba2015-02-23-59,652,757,783,16.0,1,389.5,157.5,661.5,"[[389.5, 157.5, 661.5]]"
aba2015-02-23-6,652,757,783,16.0,1,301.5,261.5,557.5,"[[301.5, 261.5, 557.5]]"
aba2015-02-23-61,652,757,783,16.0,2,385.5,417.5,489.5,"[[385.5, 417.5, 489.5], [357.5, 389.5, 449.5]]"
aba2015-02-23-65,652,757,783,16.0,1,345.5,341.5,633.5,"[[345.5, 341.5, 633.5]]"
aba2015-02-23-7,652,757,783,16.0,1,297.5,509.5,741.5,"[[297.5, 509.5, 741.5]]"
aba2015-05-28-3,652,756,782,16.0,1,333.5,581.5,481.5,"[[333.5, 581.5, 481.5]]"
aba2015-05-28-4,652,757,783,16.0,1,313.5,509.5,101.5,"[[313.5, 509.5, 101.5]]"
aba2015-05-29-1,652,757,783,16.0,1,297.5,713.5,477.5,"[[297.5, 713.5, 477.5]]"
aba2015-05-29-10,652,757,783,16.0,1,357.5,429.5,553.5,"[[357.5, 429.5, 553.5]]"
aba2015-05-29-12,652,756,782,16.0,1,357.5,461.5,201.5,"[[357.5, 461.5, 201.5]]"
aba2015-05-29-13,652,757,783,16.0,1,357.5,289.5,221.5,"[[357.5, 289.5, 221.5]]"
aba2015-05-29-14,652,757,783,16.0,1,385.5,481.5,277.5,"[[385.5, 481.5, 277.5]]"
aba2015-05-29-15,652,757,783,16.0,1,337.5,633.5,545.5,"[[337.5, 633.5, 545.5]]"
aba2015-05-29-16,652,756,782,16.0,1,337.5,377.5,293.5,"[[337.5, 377.5, 293.5]]"
aba2015-05-29-18,652,756,782,16.0,1,293.5,497.5,445.5,"[[293.5, 497.5, 445.5]]"
aba2015-05-29-19,652,757,783,16.0,1,285.5,633.5,437.5,"[[285.5, 633.5, 437.5]]"
aba2015-05-29-2,652,757,783,16.0,2,329.5,245.5,569.5,"[[329.5, 245.5, 569.5], [325.5, 537.5, 309.5]]"
aba2015-05-29-22,652,756,782,16.0,1,293.5,689.5,653.5,"[[293.5, 689.5, 653.5]]"
aba2015-05-29-23,652,756,782,16.0,1,253.5,513.5,297.5,"[[253.5, 513.5, 297.5]]"
aba2015-05-29-27,652,756,782,16.0,1,269.5,457.5,697.5,"[[269.5, 457.5, 697.5]]"
aba2015-05-29-29,652,757,783,16.0,1,329.5,597.5,597.5,"[[329.5, 597.5, 597.5]]"
aba2015-05-29-3,652,757,783,16.0,1,281.5,509.5,565.5,"[[281.5, 509.5, 565.5]]"
aba2015-05-29-34,652,757,783,16.0,1,325.5,321.5,437.5,"[[325.5, 321.5, 437.5]]"
aba2015-05-29-35,652,757,783,16.0,1,289.5,293.5,549.5,"[[289.5, 293.5, 549.5]]"
aba2015-05-29-39,652,757,783,16.0,2,249.5,197.5,137.5,"[[249.5, 197.5, 137.5], [273.5, 217.5, 89.5]]"
aba2015-05-29-4,652,757,783,16.0,1,329.5,449.5,601.5,"[[329.5, 449.5, 601.5]]"
aba2015-05-29-41,652,757,783,16.0,1,305.5,297.5,493.5,"[[305.5, 297.5, 493.5]]"
aba2015-05-29-42,652,757,783,16.0,2,213.5,233.5,521.5,"[[213.5, 233.5, 521.5], [322.6475, 421.39239849293585, 364.25170980407256]]"
aba2015-05-29-43,652,757,783,16.0,1,325.5,389.5,613.5,"[[325.5, 389.5, 613.5]]"
aba2015-05-29-44,652,756,782,16.0,1,317.5,417.5,85.5,"[[317.5, 417.5, 85.5]]"
aba2015-05-29-45,652,757,783,16.0,1,317.5,357.5,293.5,"[[317.5, 357.5, 293.5]]"
aba2015-05-29-46,652,757,783,16.0,1,289.5,457.5,109.5,"[[289.5, 457.5, 109.5]]"
aba2015-05-29-5,652,757,783,16.0,1,277.5,565.5,513.5,"[[277.5, 565.5, 513.5]]"
aba2015-05-29-50,652,756,782,16.0,1,358.5075,574.2545797437784,502.02432848713204,"[[358.5075, 574.2545797437784, 502.02432848713204]]"
aba2015-05-29-51,652,757,783,16.0,1,253.5,437.5,273.5,"[[253.5, 437.5, 273.5]]"
aba2015-05-29-55,652,757,783,16.0,1,273.5,293.5,281.5,"[[273.5, 293.5, 281.5]]"
aba2015-05-29-58,652,757,783,16.0,1,365.5,485.5,405.5,"[[365.5, 485.5, 405.5]]"
aba2015-05-29-59,652,757,783,16.0,1,301.5,293.5,257.5,"[[301.5, 293.5, 257.5]]"
aba2015-05-29-6,652,757,783,16.0,1,301.5,469.5,417.5,"[[301.5, 469.5, 417.5]]"
aba2015-05-29-60,652,757,783,16.0,1,293.5,421.5,169.5,"[[293.5, 421.5, 169.5]]"
aba2015-05-29-7,652,756,782,16.0,1,377.5,473.5,185.5,"[[377.5, 473.5, 185.5]]"
aba2015-05-29-8,652,756,782,16.0,1,309.5,609.5,441.5,"[[309.5, 609.5, 441.5]]"
