tomo_id,Z,Y,X,voxel_spacing,num_motors,motor_z,motor_y,motor_x,motor_zyx
tomo_0a8f05,300,928,928,13.1,1,52.0,587.0,575.0,"[[52.0, 587.0, 575.0]]"
tomo_0c2749,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_0c3a99,300,959,928,15.6,1,125.0,645.0,227.0,"[[125.0, 645.0, 227.0]]"
tomo_0c3d78,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_0d4c9e,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_0da370,300,928,928,13.1,1,28.0,356.0,636.0,"[[28.0, 356.0, 636.0]]"
tomo_0de3ee,500,928,960,13.1,3,131.0,139.0,326.0,"[[131.0, 139.0, 326.0], [203.0, 642.0, 801.0], [197.375, 857.0, 480.75]]"
tomo_0e9757,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_0eb41e,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_0eb994,300,959,928,15.6,2,161.0,835.0,630.0,"[[161.0, 835.0, 630.0], [173.875, 309.25, 448.75]]"
tomo_0f9df0,300,960,928,15.6,2,94.0,174.0,599.0,"[[94.0, 174.0, 599.0], [100.0, 13.859375, 198.5]]"
tomo_0fab19,300,959,928,15.6,1,159.0,516.0,681.0,"[[159.0, 516.0, 681.0]]"
tomo_0fe63f,300,960,928,13.1,1,197.0,362.0,265.0,"[[197.0, 362.0, 265.0]]"
tomo_101279,300,928,928,13.1,1,161.0,295.0,585.0,"[[161.0, 295.0, 585.0]]"
tomo_10a3bd,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_10c564,300,960,928,13.1,2,16.0,455.0,267.0,"[[16.0, 455.0, 267.0], [11.7109375, 129.0, 725.0]]"
tomo_122a02,300,959,928,15.6,1,127.0,808.0,140.0,"[[127.0, 808.0, 140.0]]"
tomo_122c46,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_12f896,300,960,928,13.1,1,95.0,404.0,212.0,"[[95.0, 404.0, 212.0]]"
tomo_13484c,300,928,928,15.6,1,153.0,768.0,658.0,"[[153.0, 768.0, 658.0]]"
tomo_134bb0,300,959,928,15.6,1,55.0,252.0,173.0,"[[55.0, 252.0, 173.0]]"
tomo_136c8d,500,924,956,19.7,0,-1.0,-1.0,-1.0,[]
tomo_138018,300,959,928,15.6,1,144.0,233.0,455.0,"[[144.0, 233.0, 455.0]]"
tomo_13973d,500,924,956,19.7,1,234.0,221.0,808.0,"[[234.0, 221.0, 808.0]]"
tomo_139d9e,300,959,928,15.6,1,153.0,611.0,172.0,"[[153.0, 611.0, 172.0]]"
tomo_1446aa,300,960,928,13.1,1,149.0,293.0,601.0,"[[149.0, 293.0, 601.0]]"
tomo_146de2,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_16136a,300,960,928,16.8,1,141.0,566.0,443.0,"[[141.0, 566.0, 443.0]]"
tomo_161683,300,928,928,15.6,1,186.0,145.0,370.0,"[[186.0, 145.0, 370.0]]"
tomo_16efa8,300,960,928,13.1,1,183.0,379.0,752.0,"[[183.0, 379.0, 752.0]]"
tomo_16fce8,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_17143f,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_172f08,800,928,960,13.1,1,375.75,551.5,893.5,"[[375.75, 551.5, 893.5]]"
tomo_180bfd,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_183270,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_191bcb,300,960,928,13.1,1,149.0,417.0,500.0,"[[149.0, 417.0, 500.0]]"
tomo_19a313,300,960,928,13.1,1,67.0,598.0,300.0,"[[67.0, 598.0, 300.0]]"
tomo_19a4fd,300,960,928,16.8,1,175.0,583.0,468.0,"[[175.0, 583.0, 468.0]]"
tomo_1ab322,300,960,928,15.6,1,68.0,580.0,583.0,"[[68.0, 580.0, 583.0]]"
tomo_1af88d,300,960,928,13.1,1,24.0,306.0,619.0,"[[24.0, 306.0, 619.0]]"
tomo_1b82d1,500,924,956,19.7,4,210.0,738.0,667.0,"[[210.0, 738.0, 667.0], [222.0, 878.0, 470.0], [208.0, 697.0, 680.0], [223.0, 716.0, 677.0]]"
tomo_1c2534,800,927,959,13.1,0,-1.0,-1.0,-1.0,[]
tomo_1c38fd,300,960,928,15.6,1,103.0,668.0,281.0,"[[103.0, 668.0, 281.0]]"
tomo_1c75ac,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_1cc887,300,928,928,15.6,2,143.0,667.0,192.0,"[[143.0, 667.0, 192.0], [145.125, 727.5, 879.5]]"
tomo_1da097,500,928,960,13.1,3,34.0,579.0,419.0,"[[34.0, 579.0, 419.0], [37.0, 652.0, 483.0], [85.0, 402.5, 265.75]]"
tomo_1da0da,800,928,960,13.1,1,366.0,444.0,248.625,"[[366.0, 444.0, 248.625]]"
tomo_1dc5f9,500,924,956,19.7,1,184.625,854.0,197.625,"[[184.625, 854.0, 197.625]]"
tomo_1e9980,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_1efc28,300,959,928,15.6,1,123.0,636.0,175.0,"[[123.0, 636.0, 175.0]]"
tomo_1f0e78,300,959,928,15.6,1,112.0,797.0,264.0,"[[112.0, 797.0, 264.0]]"
tomo_1fb6a7,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_20a9ed,300,960,928,13.1,1,185.0,319.0,560.0,"[[185.0, 319.0, 560.0]]"
tomo_210371,300,960,928,15.6,1,263.0,584.0,595.0,"[[263.0, 584.0, 595.0]]"
tomo_221a47,300,960,928,13.1,1,166.0,324.0,563.0,"[[166.0, 324.0, 563.0]]"
tomo_221c8e,500,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_225d8f,300,960,928,13.1,1,61.0,483.0,497.0,"[[61.0, 483.0, 497.0]]"
tomo_226cd8,500,928,960,13.1,10,365.0,528.0,607.0,"[[365.0, 528.0, 607.0], [312.0, 136.0, 99.0], [299.0, 227.0, 70.0], [332.0, 552.0, 58.0], [355.0, 656.0, 165.0], [388.0, 671.0, 433.0], [411.0, 318.0, 740.0], [354.0, 277.0, 756.0], [366.0, 693.0, 269.0], [386.0, 693.0, 319.0]]"
tomo_22976c,500,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_229f0a,500,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_23a8e8,300,960,928,15.6,1,132.0,686.0,356.0,"[[132.0, 686.0, 356.0]]"
tomo_23c8a4,300,960,928,16.8,3,125.1875,468.0,300.5,"[[125.1875, 468.0, 300.5], [110.0, 506.25, 308.0], [130.875, 557.5, 462.25]]"
tomo_23ce49,300,959,928,15.6,1,152.0,248.0,532.0,"[[152.0, 248.0, 532.0]]"
tomo_247826,500,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_24795a,300,960,928,15.6,1,144.0,702.0,703.0,"[[144.0, 702.0, 703.0]]"
tomo_2483bb,300,960,928,15.6,1,145.0,620.0,483.0,"[[145.0, 620.0, 483.0]]"
tomo_24a095,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_24fda8,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_256717,300,928,928,15.6,1,172.0,770.0,514.0,"[[172.0, 770.0, 514.0]]"
tomo_25780f,300,960,928,13.1,1,147.0,792.0,658.0,"[[147.0, 792.0, 658.0]]"
tomo_2645a0,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_278194,300,960,928,19.2,0,-1.0,-1.0,-1.0,[]
tomo_285454,300,956,924,16.1,1,172.375,856.0,598.0,"[[172.375, 856.0, 598.0]]"
tomo_285d15,300,960,928,13.1,1,137.0,391.0,611.0,"[[137.0, 391.0, 611.0]]"
tomo_288d4f,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_28f9c1,500,924,956,16.1,2,186.375,75.0,130.625,"[[186.375, 75.0, 130.625], [212.125, 53.15625, 104.8125]]"
tomo_2a6091,300,960,928,13.1,1,185.0,492.0,635.0,"[[185.0, 492.0, 635.0]]"
tomo_2a6ca2,300,960,928,13.1,1,32.0,528.0,347.0,"[[32.0, 528.0, 347.0]]"
tomo_2a89bb,800,928,960,16.1,1,273.75,592.0,902.0,"[[273.75, 592.0, 902.0]]"
tomo_2acf68,300,960,928,13.1,1,135.0,337.0,679.0,"[[135.0, 337.0, 679.0]]"
tomo_2aeb29,800,927,959,13.1,0,-1.0,-1.0,-1.0,[]
tomo_2b3cdf,300,960,928,13.1,2,134.0,173.0,662.0,"[[134.0, 173.0, 662.0], [111.875, 698.0, 317.0]]"
tomo_2b996c,300,960,928,16.8,1,130.875,435.75,679.5,"[[130.875, 435.75, 679.5]]"
tomo_2bb588,300,960,928,13.1,1,97.0,709.0,611.0,"[[97.0, 709.0, 611.0]]"
tomo_2c607f,300,960,928,13.1,1,108.0,349.0,527.0,"[[108.0, 349.0, 527.0]]"
tomo_2c8ea2,300,959,928,15.6,1,85.0,176.0,395.0,"[[85.0, 176.0, 395.0]]"
tomo_2c9da1,300,960,928,13.1,1,207.0,258.0,617.0,"[[207.0, 258.0, 617.0]]"
tomo_2c9f35,300,960,928,16.8,1,94.75,514.0,719.5,"[[94.75, 514.0, 719.5]]"
tomo_2cace2,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_2daaee,500,924,956,19.7,4,185.0,596.0,860.0,"[[185.0, 596.0, 860.0], [210.0, 606.0, 849.0], [263.0, 163.0, 752.0], [193.0, 566.0, 857.0]]"
tomo_2dcd5c,300,960,928,13.1,1,125.0,414.0,519.0,"[[125.0, 414.0, 519.0]]"
tomo_2dd6bd,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_2e1f4c,300,959,928,15.6,1,73.0,86.0,334.0,"[[73.0, 86.0, 334.0]]"
tomo_2f3261,300,960,928,13.1,1,143.0,458.0,695.0,"[[143.0, 458.0, 695.0]]"
tomo_2fb12d,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_2fc82d,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_305c97,300,960,928,15.6,1,65.0,684.0,410.0,"[[65.0, 684.0, 410.0]]"
tomo_307f33,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_30b580,300,928,928,13.1,1,142.0,392.0,575.0,"[[142.0, 392.0, 575.0]]"
tomo_30d4e5,300,959,928,15.6,1,175.0,706.0,228.0,"[[175.0, 706.0, 228.0]]"
tomo_317656,300,960,928,13.1,1,97.0,409.0,758.0,"[[97.0, 409.0, 758.0]]"
tomo_3183d2,300,959,928,15.6,2,168.0,136.0,475.0,"[[168.0, 136.0, 475.0], [124.625, 834.5, 465.25]]"
tomo_319f79,500,928,960,13.1,1,195.0,243.0,380.0,"[[195.0, 243.0, 380.0]]"
tomo_3264bc,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_32aaa7,300,960,928,13.1,1,156.0,526.0,641.0,"[[156.0, 526.0, 641.0]]"
tomo_331130,300,960,928,13.1,1,106.0,553.0,323.0,"[[106.0, 553.0, 323.0]]"
tomo_35ec84,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_369cce,300,960,928,13.1,1,95.0,361.0,268.0,"[[95.0, 361.0, 268.0]]"
tomo_37076e,300,960,928,13.1,1,131.0,379.0,298.0,"[[131.0, 379.0, 298.0]]"
tomo_372690,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_372a5c,300,959,928,15.6,1,179.0,730.0,406.0,"[[179.0, 730.0, 406.0]]"
tomo_374ca7,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_375513,300,960,928,13.1,1,204.0,577.0,228.0,"[[204.0, 577.0, 228.0]]"
tomo_378f43,300,960,928,13.1,1,166.0,763.0,526.0,"[[166.0, 763.0, 526.0]]"
tomo_37c426,600,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_37dd38,500,924,956,19.7,4,200.0,321.0,602.0,"[[200.0, 321.0, 602.0], [162.0, 100.0, 662.0], [184.0, 303.0, 593.0], [205.75, 108.3125, 283.75]]"
tomo_381add,500,924,956,19.7,2,219.0,625.0,862.0,"[[219.0, 625.0, 862.0], [209.0, 596.0, 871.0]]"
tomo_385eb6,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_38c2a6,300,960,928,13.1,1,251.0,687.0,200.0,"[[251.0, 687.0, 200.0]]"
tomo_38d285,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_399bd9,300,928,928,13.1,1,126.0,509.0,366.0,"[[126.0, 509.0, 366.0]]"
tomo_39b15b,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_3a0914,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_3a3519,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_3a6a9d,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_3a8480,500,924,956,19.7,2,223.0,460.0,896.0,"[[223.0, 460.0, 896.0], [212.0, 482.0, 872.0]]"
tomo_3b1cc9,300,960,928,13.1,1,190.0,463.5,258.5,"[[190.0, 463.5, 258.5]]"
tomo_3b7a22,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_3b8291,500,924,956,19.7,0,-1.0,-1.0,-1.0,[]
tomo_3b83c7,300,960,928,13.1,1,162.0,181.0,613.0,"[[162.0, 181.0, 613.0]]"
tomo_3c6038,300,959,928,15.6,1,99.0,324.0,156.0,"[[99.0, 324.0, 156.0]]"
tomo_3e6ead,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_3e7407,500,924,956,19.7,4,257.0,348.0,692.0,"[[257.0, 348.0, 692.0], [241.0, 350.0, 725.0], [265.0, 349.0, 736.0], [231.0, 341.0, 699.0]]"
tomo_3e7783,300,960,928,13.1,1,186.0,531.0,617.0,"[[186.0, 531.0, 617.0]]"
tomo_3eb9c8,300,960,928,13.1,1,150.0,411.0,416.0,"[[150.0, 411.0, 416.0]]"
tomo_401341,300,960,928,13.1,2,166.0,612.0,722.0,"[[166.0, 612.0, 722.0], [190.0, 82.5625, 786.0]]"
tomo_4077d8,300,928,928,15.6,1,73.0,100.0,225.0,"[[73.0, 100.0, 225.0]]"
tomo_40b215,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_4102f1,300,928,928,15.6,1,149.0,820.0,485.0,"[[149.0, 820.0, 485.0]]"
tomo_412d88,300,928,928,15.6,1,89.0,103.0,272.0,"[[89.0, 103.0, 272.0]]"
tomo_417e5f,300,960,928,15.6,1,216.0,447.0,556.0,"[[216.0, 447.0, 556.0]]"
tomo_41ea80,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_423d52,300,960,928,13.1,1,154.0,444.0,456.0,"[[154.0, 444.0, 456.0]]"
tomo_444829,300,928,928,13.1,1,112.0,786.0,641.0,"[[112.0, 786.0, 641.0]]"
tomo_4469a7,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_4555b6,500,924,956,19.7,1,190.0,403.0,853.0,"[[190.0, 403.0, 853.0]]"
tomo_455dcd,300,960,928,13.1,1,36.0,660.0,535.0,"[[36.0, 660.0, 535.0]]"
tomo_46250a,300,928,928,15.6,1,170.0,168.0,336.0,"[[170.0, 168.0, 336.0]]"
tomo_464108,800,928,928,13.1,1,278.0,561.5,336.5,"[[278.0, 561.5, 336.5]]"
tomo_466489,300,960,928,16.8,1,186.125,407.0,681.5,"[[186.125, 407.0, 681.5]]"
tomo_47ac94,300,960,928,15.6,2,85.625,570.0,463.0,"[[85.625, 570.0, 463.0], [159.5, 537.0, 143.125]]"
tomo_47c399,300,960,928,13.1,1,168.0,177.0,438.0,"[[168.0, 177.0, 438.0]]"
tomo_47d380,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_48dc93,500,924,956,19.7,2,208.0,712.0,483.0,"[[208.0, 712.0, 483.0], [194.0, 706.0, 508.0]]"
tomo_4925ee,300,960,928,19.2,0,-1.0,-1.0,-1.0,[]
tomo_493bea,300,960,928,13.1,1,170.0,380.0,136.0,"[[170.0, 380.0, 136.0]]"
tomo_49725c,300,959,928,15.6,2,150.0,624.0,739.0,"[[150.0, 624.0, 739.0], [109.0, 186.0, 166.0]]"
tomo_499ee0,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_49f4ee,300,928,928,13.1,1,166.0,670.0,413.0,"[[166.0, 670.0, 413.0]]"
tomo_4b124b,300,960,928,13.1,1,111.0,505.0,452.0,"[[111.0, 505.0, 452.0]]"
tomo_4b59a2,300,960,928,13.1,1,156.0,491.0,738.0,"[[156.0, 491.0, 738.0]]"
tomo_4baff0,500,924,956,16.1,1,162.5,281.75,814.5,"[[162.5, 281.75, 814.5]]"
tomo_4c1ca8,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_4c2e4e,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_4d528f,800,928,960,16.1,1,377.25,313.5,814.5,"[[377.25, 313.5, 814.5]]"
tomo_4e1b18,500,924,956,19.7,3,230.125,132.75,158.75,"[[230.125, 132.75, 158.75], [236.625, 145.75, 119.6875], [217.125, 555.0, 847.5]]"
tomo_4e38b8,300,959,928,15.6,1,209.0,753.0,370.0,"[[209.0, 753.0, 370.0]]"
tomo_4e3e37,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_4e41c2,800,927,959,13.1,0,-1.0,-1.0,-1.0,[]
tomo_4e478f,300,959,928,15.6,1,117.0,467.0,156.0,"[[117.0, 467.0, 156.0]]"
tomo_4ed9de,300,960,928,15.6,1,173.0,724.0,717.0,"[[173.0, 724.0, 717.0]]"
tomo_4ee35e,300,959,928,15.6,1,157.0,670.0,300.0,"[[157.0, 670.0, 300.0]]"
tomo_4f379f,300,959,928,15.6,1,124.0,535.0,151.0,"[[124.0, 535.0, 151.0]]"
tomo_4f5a7b,300,960,928,13.1,1,170.5,512.5,796.0,"[[170.5, 512.5, 796.0]]"
tomo_507b7a,500,928,960,13.1,3,451.0,561.0,366.0,"[[451.0, 561.0, 366.0], [427.0, 384.0, 353.0], [324.5, 94.75, 348.75]]"
tomo_50cbd9,800,928,960,13.1,1,346.25,629.5,688.5,"[[346.25, 629.5, 688.5]]"
tomo_50f0bf,500,924,956,16.1,1,218.125,265.75,711.0,"[[218.125, 265.75, 711.0]]"
tomo_510f4e,300,928,928,16.8,1,191.0,236.0,381.0,"[[191.0, 236.0, 381.0]]"
tomo_512f98,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_513010,300,960,928,13.1,1,128.0,150.0,499.0,"[[128.0, 150.0, 499.0]]"
tomo_516cdd,300,959,928,15.6,1,187.0,739.0,181.0,"[[187.0, 739.0, 181.0]]"
tomo_517f70,300,928,928,13.1,1,66.0,325.0,392.0,"[[66.0, 325.0, 392.0]]"
tomo_518a1f,300,960,928,15.6,1,108.0,564.0,683.0,"[[108.0, 564.0, 683.0]]"
tomo_51a47f,300,960,928,15.6,1,112.0,302.0,207.0,"[[112.0, 302.0, 207.0]]"
tomo_51a77e,500,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_5308e8,800,928,960,16.1,1,337.5,711.0,424.75,"[[337.5, 711.0, 424.75]]"
tomo_532d49,300,960,928,15.6,1,47.0,517.0,252.0,"[[47.0, 517.0, 252.0]]"
tomo_539259,300,960,928,16.8,1,152.0,503.0,613.0,"[[152.0, 503.0, 613.0]]"
tomo_53c71b,800,928,960,13.1,1,405.0,278.0,512.5,"[[405.0, 278.0, 512.5]]"
tomo_53e048,300,960,928,13.1,1,190.0,666.0,542.0,"[[190.0, 666.0, 542.0]]"
tomo_54e1a7,300,928,928,16.8,1,193.75,856.5,597.5,"[[193.75, 856.5, 597.5]]"
tomo_556257,300,959,928,15.6,1,123.0,210.0,434.0,"[[123.0, 210.0, 434.0]]"
tomo_568537,300,960,928,13.1,1,215.0,531.0,386.0,"[[215.0, 531.0, 386.0]]"
tomo_569981,800,928,928,13.1,1,444.0,414.75,356.25,"[[444.0, 414.75, 356.25]]"
tomo_56b9a3,300,928,928,13.1,1,60.0,299.0,498.0,"[[60.0, 299.0, 498.0]]"
tomo_57592d,300,928,928,15.6,1,174.0,904.0,560.0,"[[174.0, 904.0, 560.0]]"
tomo_5764d6,500,928,960,13.1,2,92.0,679.0,580.0,"[[92.0, 679.0, 580.0], [45.90625, 475.75, 827.5]]"
tomo_57c814,300,928,928,13.1,1,168.0,359.0,402.0,"[[168.0, 359.0, 402.0]]"
tomo_5984bf,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_59b470,300,960,928,15.6,1,139.0,152.0,631.0,"[[139.0, 152.0, 631.0]]"
tomo_5b087f,300,959,928,15.6,1,159.0,252.0,373.0,"[[159.0, 252.0, 373.0]]"
tomo_5b34b2,300,960,928,13.1,2,112.0,613.0,233.0,"[[112.0, 613.0, 233.0], [63.0, 463.5, 297.5]]"
tomo_5b359d,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_5b8db4,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_5ba0cf,500,924,956,19.7,2,217.0,627.0,315.0,"[[217.0, 627.0, 315.0], [221.0, 653.0, 333.0]]"
tomo_5bb31c,800,928,928,19.3,0,-1.0,-1.0,-1.0,[]
tomo_5d01e8,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_5d4c65,500,928,960,13.1,4,190.0,601.0,652.0,"[[190.0, 601.0, 652.0], [180.0, 770.0, 483.0], [187.0, 392.0, 902.0], [145.0, 505.0, 794.0]]"
tomo_5d798e,300,960,928,15.6,1,121.0,349.0,402.0,"[[121.0, 349.0, 402.0]]"
tomo_5dd63d,300,960,928,13.1,1,135.0,823.0,772.0,"[[135.0, 823.0, 772.0]]"
tomo_5e2a91,300,960,928,15.6,2,267.0,574.0,284.0,"[[267.0, 574.0, 284.0], [214.875, 629.0, 522.5]]"
tomo_5f1f0c,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_5f235a,300,960,928,13.1,1,119.0,656.0,372.0,"[[119.0, 656.0, 372.0]]"
tomo_5f34b3,500,924,956,19.7,0,-1.0,-1.0,-1.0,[]
tomo_603e40,300,960,928,13.1,1,118.0,123.0,367.0,"[[118.0, 123.0, 367.0]]"
tomo_60d478,300,928,928,13.1,1,75.0,681.0,456.0,"[[75.0, 681.0, 456.0]]"
tomo_60ddbd,300,960,928,13.1,1,69.0,450.0,492.0,"[[69.0, 450.0, 492.0]]"
tomo_616f0b,300,959,928,15.6,1,149.0,874.0,609.0,"[[149.0, 874.0, 609.0]]"
tomo_61e947,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_622ca9,300,928,928,13.1,1,88.0,348.0,565.0,"[[88.0, 348.0, 565.0]]"
tomo_62dbea,300,960,928,13.1,1,90.0,656.0,789.0,"[[90.0, 656.0, 789.0]]"
tomo_62eea8,300,960,928,13.1,2,111.0,469.0,334.0,"[[111.0, 469.0, 334.0], [80.125, 603.0, 348.75]]"
tomo_6303f0,300,960,928,13.1,1,199.0,590.0,212.0,"[[199.0, 590.0, 212.0]]"
tomo_634b06,500,928,960,13.1,7,212.0,185.0,728.0,"[[212.0, 185.0, 728.0], [256.0, 516.0, 509.0], [228.0, 422.0, 664.0], [266.0, 491.0, 535.0], [187.625, 339.0, 89.875], [177.875, 461.25, 221.75], [280.5, 236.5, 705.5]]"
tomo_63e635,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_640a74,300,960,928,13.1,1,3.0,563.0,673.0,"[[3.0, 563.0, 673.0]]"
tomo_643b20,300,960,928,13.1,1,168.0,387.0,596.0,"[[168.0, 387.0, 596.0]]"
tomo_646049,300,960,928,15.6,1,208.75,143.125,775.0,"[[208.75, 143.125, 775.0]]"
tomo_6478e5,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_648adf,400,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_651ec2,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_651ecd,300,960,928,13.1,1,152.0,455.0,337.0,"[[152.0, 455.0, 337.0]]"
tomo_6521dc,300,960,928,15.6,3,200.5,463.0,233.375,"[[200.5, 463.0, 233.375], [126.6875, 693.0, 471.25], [151.25, 734.0, 553.5]]"
tomo_656915,500,924,956,19.7,2,202.0,794.0,167.0,"[[202.0, 794.0, 167.0], [186.25, 439.75, 823.0]]"
tomo_6607ec,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_66285d,300,928,928,13.1,1,75.0,438.0,640.0,"[[75.0, 438.0, 640.0]]"
tomo_672101,300,960,928,13.1,1,102.0,290.0,581.0,"[[102.0, 290.0, 581.0]]"
tomo_6733fa,300,960,928,13.1,1,133.0,323.0,751.0,"[[133.0, 323.0, 751.0]]"
